Lake,Monitoring_Location_ID,Characteristic_Name,GAM_Percent_Change,Lower_CI,Upper_CI
Lake Hudson,121600020140-06,Chloride,,,
Lake Hudson,121600020140-07,Chloride,,,
Lake Hudson,121600020140-08,Chloride,,,
Lake Konawa,520600010100-01,Chloride,,,
Lake Konawa,520600010100-02,Chloride,,,
Lake Konawa,520600010100-03,Chloride,,,
Lake Konawa,520600010100-04,Chloride,,,
Lake Konawa,520600010100-05,Chloride,,,
Lake Lawtonka,311300040070-01,Chloride,-6.08,-6.08,-6.08
Lake Lawtonka,311300040070-02,Chloride,,,
Lake Lawtonka,311300040070-03,Chloride,,,
Lake Lawtonka,311300040070-04,Chloride,,,
Lake Lawtonka,311300040070-05,Chloride,,,
Lake Louis Burtschi,310820020070-01,Chloride,37.88,30.64,45.16
Lake Louis Burtschi,310820020070-02,Chloride,24.8,21.7,27.91
Lake Louis Burtschi,310820020070-03,Chloride,23.13,20.76,25.5
Lake McAlester,220600020030-01,Chloride,,,
Lake McAlester,220600020030-02,Chloride,,,
Lake McAlester,220600020030-03,Chloride,,,
Lake McMurtry,620900040240-01,Chloride,,,
Lake McMurtry,620900040240-02,Chloride,,,
Lake McMurtry,620900040240-03,Chloride,,,
Lake McMurtry,620900040240-04,Chloride,,,
Lake McMurtry,620900040240-05,Chloride,,,
Lake Murray,311100020090-01,Chloride,,,
Lake Murray,311100020090-02,Chloride,,,
Lake Murray,311100020090-03,Chloride,,,
Lake Murray,311100020090-04,Chloride,,,
Lake Murray,311100020090-05,Chloride,,,
Lake Nanih Waiya,410310010050-01,Chloride,,,
Lake Overholser,520520000260-01,Chloride,32.63,25.01,40.4
Lake Overholser,520520000260-02,Chloride,-7.04,-35.74,26.77
Lake Overholser,520520000260-03,Chloride,-42.72,-43.84,-41.59
Lake Overholser,520520000260-04,Chloride,,,
Lake Overholser,520520000260-05,Chloride,,,
Lake Ozzie Cobb,410300020220-01,Chloride,,,
Lake Pawhuska,121300030230-01,Chloride,,,
Lake Pawhuska,121300030230-02,Chloride,,,
Lake Pawhuska,121300030230-03,Chloride,,,
Lake Ponca,621200020210-01,Chloride,10.11,10.1,10.11
Lake Ponca,621200020210-02,Chloride,4.1,4.1,4.1
Lake Ponca,621200020210-03,Chloride,26.59,26.59,26.6
Lake Ponca,621200020210-04,Chloride,31.01,30.96,31.06
Lake Ponca,621200020210-05,Chloride,7,6.99,7.01
Lake Raymond Gary,410300010040-01,Chloride,-68.2,-68.21,-68.2
Lake Raymond Gary,410300010040-02,Chloride,-70.72,-70.72,-70.71
Lake Raymond Gary,410300010040-03,Chloride,,,
Lake Raymond Gary,410300010040-04,Chloride,24.9,24.86,24.95
Lake Raymond Gary,410300010040-05,Chloride,-1.06,-1.06,-1.06
Lake Sahoma,120420020130-01,Chloride,,,
Lake Sahoma,120420020130-02,Chloride,,,
Lake Sahoma,120420020130-03,Chloride,,,
Lake Sahoma,120420020130-04,Chloride,,,
Lake Sahoma,120420020130-05,Chloride,,,
Lake Texoma,310800010011-03,Chloride,123.72,89.98,158.65
Lake Texoma,310800010011-04,Chloride,144.74,117.66,172.71
Lake Texoma,311100010020-01,Chloride,63.36,46.11,80.93
Lake Texoma,311100010020-02,Chloride,74.44,58.94,90.23
Lake Texoma,311100010030-05,Chloride,61.02,43.68,78.68
Lake Texoma,311100010030-06,Chloride,40.04,2.88,79.17
Lake Texoma,311100010030-07,Chloride,56.34,19.67,94.76
Lake Texoma,311100010030-08,Chloride,37.11,-1.83,78.07
Lake Texoma,311100010030-09,Chloride,21.08,-28.98,73.96
Lake Texoma,311100010030-10,Chloride,-95.98,-133.29,-56.66
Lake Texoma,311100010030-11,Chloride,23.89,-22.07,72.71
Lake Texoma,311100010080-12,Chloride,8.72,-30.73,49.9
Lake Texoma,311100010080-13,Chloride,-2.94,-32.68,28.01
Lake Thunderbird,520810000020-01,Chloride,-62.21,-87.17,-36.52
Lake Thunderbird,520810000020-02,Chloride,393.01,373.21,413.05
Lake Thunderbird,520810000020-03,Chloride,36.02,35.91,36.13
Lake Thunderbird,520810000020-04,Chloride,389.65,372.78,406.68
Lake Thunderbird,520810000020-05,Chloride,18.63,18.5,18.76
Lake Thunderbird,520810000020-06,Chloride,-73.13,-78.15,-68.07
Lake Thunderbird,520810000020-07,Chloride,,,
Lake Thunderbird,520810000020-08,Chloride,,,
Lake Thunderbird,520810000020-11,Chloride,,,
Lake Vanderwork,310830020110-01,Chloride,,,
Lake Vanderwork,310830020110-02,Chloride,,,
Lake Vanderwork,310830020110-03,Chloride,,,
Lake Vincent,520620050200-01,Chloride,-11.54,-11.55,-11.52
Lake Vincent,520620050200-02,Chloride,-9.38,-9.39,-9.37
Lake Vincent,520620050200-03,Chloride,-10.47,-10.48,-10.45
Langston Lake,620900030180-01,Chloride,,,
Langston Lake,620900030180-02,Chloride,,,
Langston Lake,620900030180-03,Chloride,,,
Langston Lake,620900030180-04,Chloride,,,
Langston Lake,620900030180-05,Chloride,,,
Liberty Lake,620910040080-01,Chloride,,,
Liberty Lake,620910040080-02,Chloride,,,
Liberty Lake,620910040080-03,Chloride,,,
Lone Chimney Lake,621200030060-01,Chloride,,,
Lone Chimney Lake,621200030060-02,Chloride,,,
Lone Chimney Lake,621200030060-03,Chloride,,,
Lone Chimney Lake,621200030060-04,Chloride,,,
Meeker Lake,520700040370-01,Chloride,,,
Meeker Lake,520700040370-02,Chloride,,,
Meeker Lake,520700040370-03,Chloride,,,
New Spiro Lake,220100010050-01,Chloride,,,
New Spiro Lake,220100010050-02,Chloride,,,
New Spiro Lake,220100010050-03,Chloride,,,
Okemah Lake,520700020290-01,Chloride,163.44,163.11,163.78
Okemah Lake,520700020290-02,Chloride,163.44,163.11,163.78
Okemah Lake,520700020290-03,Chloride,430.09,427.69,432.48
Okemah Lake,520700020290-04,Chloride,16.89,16.87,16.92
Okemah Lake,520700020290-05,Chloride,,,
Okmulgee Lake,520700020040-01,Chloride,,,
Okmulgee Lake,520700020040-02,Chloride,,,
Okmulgee Lake,520700020040-03,Chloride,,,
Okmulgee Lake,520700020040-04,Chloride,,,
Okmulgee Lake,520700020040-05,Chloride,,,
Oologah Lake,121510010020-01,Chloride,,,
Oologah Lake,121510010020-02,Chloride,,,
Oologah Lake,121510010020-03,Chloride,,,
Oologah Lake,121510010020-04,Chloride,,,
Oologah Lake,121510010020-05,Chloride,,,
Oologah Lake,121510010020-06,Chloride,,,
Oologah Lake,121510010020-07,Chloride,,,
Pauls Valley City Lake,310810010180-01,Chloride,,,
Pauls Valley City Lake,310810010180-02,Chloride,-95.02,-95.28,-94.75
Pauls Valley City Lake,310810010180-03,Chloride,-97.63,-97.9,-97.37
Pauls Valley City Lake,310810010180-04,Chloride,,,
Pauls Valley City Lake,310810010180-05,Chloride,,,
Pawnee Lake,621200030100-01,Chloride,54.83,54.41,55.25
Pawnee Lake,621200030100-02,Chloride,54.49,53.94,55.05
Pawnee Lake,621200030100-03,Chloride,52.88,52.21,53.56
Pawnee Lake,621200030100-04,Chloride,,,
Pawnee Lake,621200030100-05,Chloride,,,
Perry Lake,621200030350-01,Chloride,30.42,30.41,30.42
Perry Lake,621200030350-02,Chloride,35.72,35.72,35.73
Perry Lake,621200030350-03,Chloride,46.58,46.57,46.59
Perry Lake,621200030350-04,Chloride,,,
Perry Lake,621200030350-05,Chloride,,,
Pine Creek Lake,410210020020-03,Chloride,,,
Prague City Lake,520700040220-01,Chloride,,,
Prague City Lake,520700040220-02,Chloride,,,
Prague City Lake,520700040220-03,Chloride,,,
Purcell Lake,520610030040-01,Chloride,,,
Purcell Lake,520610030040-02,Chloride,,,
Purcell Lake,520610030040-03,Chloride,,,
RC Longmire Lake,310810010186-01,Chloride,57.88,56.68,59.09
RC Longmire Lake,310810010186-02,Chloride,77.89,74.28,81.54
RC Longmire Lake,310810010186-03,Chloride,57.88,56.79,58.98
RC Longmire Lake,310810010186-04,Chloride,27.67,27.37,27.97
RC Longmire Lake,310810010186-05,Chloride,28.77,28.45,29.08
Robert S. Kerr Reservoir,220200020020-01,Chloride,,,
Robert S. Kerr Reservoir,220200020020-02,Chloride,,,
Robert S. Kerr Reservoir,220200020020-03,Chloride,,,
Robert S. Kerr Reservoir,220200020020-04,Chloride,,,
Robert S. Kerr Reservoir,220200020020-05,Chloride,,,
Robert S. Kerr Reservoir,220200020020-06,Chloride,,,
Rock Creek Reservoir,310800030120-01,Chloride,,,
Rock Creek Reservoir,310800030120-02,Chloride,,,
Rock Creek Reservoir,310800030120-03,Chloride,,,
Rocky Lake,311500030060-01,Chloride,,,
Rocky Lake,311500030060-02,Chloride,,,
Rocky Lake,311500030060-03,Chloride,,,
Rocky Lake,311500030060-04,Chloride,,,
Rocky Lake,311500030060-05,Chloride,,,
Sardis Lake,410310030020-03,Chloride,,,
Shawnee Twin #1 Lake,520510000280-01,Chloride,,,
Shawnee Twin #1 Lake,520510000280-02,Chloride,,,
Shawnee Twin #1 Lake,520510000280-03,Chloride,,,
Shawnee Twin #1 Lake,520510000280-04,Chloride,,,
Shawnee Twin #1 Lake,520510000280-05,Chloride,,,
Shawnee Twin #2 Lake,520510000300-01,Chloride,,,
Shawnee Twin #2 Lake,520510000300-02,Chloride,,,
Shawnee Twin #2 Lake,520510000300-03,Chloride,,,
Shawnee Twin #2 Lake,520510000300-04,Chloride,,,
Shawnee Twin #2 Lake,520510000300-05,Chloride,,,
Shell Lake,120420010250-01,Chloride,,,
Shell Lake,120420010250-02,Chloride,,,
Shell Lake,120420010250-03,Chloride,,,
Shell Lake,120420010250-04,Chloride,,,
Shell Lake,120420010250-05,Chloride,,,
Skiatook Lake,121300040080-01,Chloride,,,
Skiatook Lake,121300040080-02,Chloride,,,
Skiatook Lake,121300040080-03,Chloride,,,
Skiatook Lake,121300040080-04,Chloride,,,
Skiatook Lake,121300040080-05,Chloride,,,
Skiatook Lake,121300040080-06,Chloride,,,
Skiatook Lake,121300040080-07,Chloride,,,
Sooner Reservoir,621200020130-01,Chloride,,,
Sooner Reservoir,621200020130-02,Chloride,,,
Sooner Reservoir,621200020130-03,Chloride,,,
Sooner Reservoir,621200020130-04,Chloride,,,
Sooner Reservoir,621200020130-05,Chloride,,,
Spavinaw Lake,121600050020-01,Chloride,,,
Spavinaw Lake,121600050020-02,Chloride,,,
Spavinaw Lake,121600050020-03,Chloride,,,
Spavinaw Lake,121600050020-04,Chloride,,,
Spavinaw Lake,121600050020-05,Chloride,,,
Sportsman Lake,520500020220-01,Chloride,-17.43,-17.43,-17.42
Sportsman Lake,520500020220-02,Chloride,-14.03,-14.03,-14.03
Sportsman Lake,520500020220-03,Chloride,-13.83,-13.83,-13.82
Sportsman Lake,520500020220-04,Chloride,-57.3,-61.59,-52.94
Sportsman Lake,520500020220-05,Chloride,-51.85,-52.67,-51.04
Taylor (Marlow) Lake,310810050060-01,Chloride,,,
Taylor (Marlow) Lake,310810050060-02,Chloride,,,
Taylor (Marlow) Lake,310810050060-03,Chloride,,,
Tecumseh Lake,520510000220-01,Chloride,,,
Tecumseh Lake,520510000220-02,Chloride,,,
Tecumseh Lake,520510000220-03,Chloride,,,
Tenkiller Ferry Lake,121700020020-01,Chloride,,,
Tenkiller Ferry Lake,121700020020-02,Chloride,,,
Tenkiller Ferry Lake,121700020020-07,Chloride,,,
Tenkiller Ferry Lake,121700020220-03,Chloride,,,
Tenkiller Ferry Lake,121700020220-04,Chloride,,,
Tenkiller Ferry Lake,121700020220-05,Chloride,,,
Tenkiller Ferry Lake,121700020220-06,Chloride,,,
Tom Steed Reservoir,311500020060-01,Chloride,,,
Tom Steed Reservoir,311500020060-02,Chloride,,,
Tom Steed Reservoir,311500020060-03,Chloride,,,
Tom Steed Reservoir,311500020060-04,Chloride,-9.41,-15.78,-2.85
Tom Steed Reservoir,311500020060-05,Chloride,-10.64,-17.17,-3.92
Tom Steed Reservoir,311500020060-06,Chloride,,,
WR Holway,121600020050-01,Chloride,,,
WR Holway,121600020050-02,Chloride,,,
WR Holway,121600020050-03,Chloride,,,
WR Holway,121600020050-04,Chloride,,,
WR Holway,121600020050-05,Chloride,,,
Walters (Dave Boyer) Lake,311300010080-01,Chloride,,,
Walters (Dave Boyer) Lake,311300010080-02,Chloride,,,
Walters (Dave Boyer) Lake,311300010080-03,Chloride,,,
Waurika Lake,311210000020-01,Chloride,,,
Waurika Lake,311210000020-02,Chloride,,,
Waurika Lake,311210000020-03,Chloride,,,
Waurika Lake,311210000020-04,Chloride,,,
Waurika Lake,311210000020-05,Chloride,2.76,-0.2,5.79
Waxhoma Lake,121300020190-01,Chloride,,,
Waxhoma Lake,121300020190-02,Chloride,,,
Waxhoma Lake,121300020190-03,Chloride,,,
Webbers Falls Reservoir,120400010070-01,Chloride,-122.05,-132.8,-111.02
Webbers Falls Reservoir,120400010070-02,Chloride,-114.91,-124.81,-104.75
Webbers Falls Reservoir,120400010070-03,Chloride,-68.01,-81.17,-54.44
Webbers Falls Reservoir,120400010070-04,Chloride,-10.41,-31.55,11.73
Webbers Falls Reservoir,120400010070-05,Chloride,-3.82,-16.51,9.23
Webbers Falls Reservoir,120400010070-06,Chloride,14.28,-1.27,30.35
Wes Watkins Reservoir,520510000255-01,Chloride,,,
Wes Watkins Reservoir,520510000255-02,Chloride,,,
Wes Watkins Reservoir,520510000255-03,Chloride,,,
Wes Watkins Reservoir,520510000255-04,Chloride,376.13,370.02,382.26
Wes Watkins Reservoir,520510000255-05,Chloride,167.85,165.27,170.44
Wetumka Lake,520500010270-01,Chloride,,,
Wetumka Lake,520500010270-02,Chloride,,,
Wetumka Lake,520500010270-03,Chloride,,,
Wewoka Lake,520500020190-01,Chloride,,,
Wewoka Lake,520500020190-02,Chloride,,,
Wewoka Lake,520500020190-03,Chloride,,,
Wewoka Lake,520500020190-04,Chloride,,,
Wewoka Lake,520500020190-05,Chloride,,,
Wiley Post Memorial (Maysville) Lake,310810010220-01,Chloride,,,
Wiley Post Memorial (Maysville) Lake,310810010220-02,Chloride,,,
Wiley Post Memorial (Maysville) Lake,310810010220-03,Chloride,,,
Wiley Post Memorial (Maysville) Lake,310810010220-04,Chloride,1413.17,631.4,2243.92
Wiley Post Memorial (Maysville) Lake,310810010220-05,Chloride,362.04,168.49,567.7
Wister Lake,220100020020-01,Chloride,,,
Wister Lake,220100020020-02,Chloride,,,
Altus Reservoir,311510010020-01,Sulfate,-3.25,-3.26,-3.25
Altus Reservoir,311510010020-02,Sulfate,-2.48,-2.48,-2.47
Altus Reservoir,311510010020-03,Sulfate,-0.68,-0.68,-0.68
Altus Reservoir,311510010020-04,Sulfate,,,
Altus Reservoir,311510010020-05,Sulfate,,,
American Horse Lake,520620010100-01,Sulfate,,,
American Horse Lake,520620010100-02,Sulfate,,,
American Horse Lake,520620010100-03,Sulfate,,,
Arbuckle Reservoir,310800020100-01,Sulfate,5.69,4.34,7.06
Arbuckle Reservoir,310800020100-02,Sulfate,,,
Arbuckle Reservoir,310800020100-03,Sulfate,,,
Arbuckle Reservoir,310800020100-04,Sulfate,,,
Arbuckle Reservoir,310800020100-05,Sulfate,,,
Arcadia Lake,520710020020-01,Sulfate,-65.42,-347.94,229.96
Arcadia Lake,520710020020-02,Sulfate,-72.7,-316.2,181.72
Arcadia Lake,520710020020-03,Sulfate,-91.59,-317.47,143.67
Arcadia Lake,520710020020-04,Sulfate,-15.59,-438.83,441.59
Arcadia Lake,520710020020-05,Sulfate,-19.45,-304.27,280.37
Ardmore City Lake,310800030070-01,Sulfate,,,
Ardmore City Lake,310800030070-02,Sulfate,,,
Ardmore City Lake,310800030070-03,Sulfate,,,
Atoka Lake,410400080020-01,Sulfate,,,
Atoka Lake,410400080020-02,Sulfate,,,
Atoka Lake,410400080020-03,Sulfate,,,
Atoka Lake,410400080020-04,Sulfate,,,
Atoka Lake,410400080020-05,Sulfate,,,
Bellcow Lake,520720040025-01,Sulfate,,,
Bellcow Lake,520720040025-02,Sulfate,,,
Bellcow Lake,520720040025-03,Sulfate,100.94,100.89,101
Bellcow Lake,520720040025-04,Sulfate,,,
Bellcow Lake,520720040025-05,Sulfate,,,
Birch Lake,121300030040-01,Sulfate,-5025.22,-6518.68,-3381.52
Birch Lake,121300030040-02,Sulfate,-5183.36,-6728.38,-3472.55
Birch Lake,121300030040-03,Sulfate,-5409.14,-6949.34,-3701.91
Birch Lake,121300030040-04,Sulfate,-8462.28,-10660,-5865.69
Birch Lake,121300030040-05,Sulfate,,,
Bixhoma Lake,120410010190-01,Sulfate,90.38,89.67,91.09
Bixhoma Lake,120410010190-02,Sulfate,57.84,57.4,58.29
Bixhoma Lake,120410010190-03,Sulfate,59.71,59.25,60.17
Bluestem Lake,121300030300-01,Sulfate,,,
Bluestem Lake,121300030300-02,Sulfate,,,
Bluestem Lake,121300030300-03,Sulfate,,,
Bluestem Lake,121300030300-04,Sulfate,,,
Bluestem Lake,121300030300-05,Sulfate,,,
Boomer Lake,620900040190-01,Sulfate,,,
Boomer Lake,620900040190-02,Sulfate,,,
Boomer Lake,620900040190-03,Sulfate,,,
Boomer Lake,620900040190-04,Sulfate,576.02,426.07,732.85
Boomer Lake,620900040190-05,Sulfate,447.6,401.04,494.77
Broken Bow Lake,410210050020-06,Sulfate,,,
Broken Bow Lake,410210050020-07,Sulfate,,,
Broken Bow Lake,410210050020-08,Sulfate,,,
Brooks Lake,520500020040-01,Sulfate,,,
Brooks Lake,520500020040-02,Sulfate,,,
Brown Lake,220600030090-01,Sulfate,,,
Brown Lake,220600030090-02,Sulfate,,,
Brown Lake,220600030090-03,Sulfate,,,
Brushy Creek Reservoir,220200030040-01,Sulfate,,,
Brushy Creek Reservoir,220200030040-02,Sulfate,,,
Brushy Creek Reservoir,220200030040-03,Sulfate,,,
Brushy Creek Reservoir,220200030040-04,Sulfate,,,
Brushy Creek Reservoir,220200030040-05,Sulfate,,,
Canton Lake,720500010020-01,Sulfate,,,
Canton Lake,720500010020-02,Sulfate,,,
Canton Lake,720500010020-03,Sulfate,,,
Canton Lake,720500010020-04,Sulfate,,,
Canton Lake,720500010020-05,Sulfate,,,
Carl Albert Lake,410310010220-01,Sulfate,,,
Carl Albert Lake,410310010220-02,Sulfate,,,
Carl Albert Lake,410310010220-03,Sulfate,,,
Carter Lake,310800010040-02,Sulfate,,,
Carter Lake,310800010040-03,Sulfate,,,
Cedar (Mena) Lake,220100020060-01,Sulfate,,,
Cedar (Mena) Lake,220100020060-02,Sulfate,,,
Cedar (Mena) Lake,220100020060-03,Sulfate,,,
Chandler Lake,520700050060-01,Sulfate,,,
Chandler Lake,520700050060-02,Sulfate,,,
Chandler Lake,520700050060-03,Sulfate,,,
Chelsea Reservoir,121510010060-01,Sulfate,,,
Chelsea Reservoir,121510010060-02,Sulfate,,,
Chelsea Reservoir,121510010060-03,Sulfate,,,
Claremore,121500040020-01,Sulfate,-629.79,-641.33,-618.23
Claremore,121500040020-02,Sulfate,-478.75,-487.43,-470.05
Claremore,121500040020-03,Sulfate,-5413.51,-5767.33,-5020.21
Claremore,121500040020-04,Sulfate,,,
Claremore,121500040020-05,Sulfate,,,
Clayton Lake,410300030780-01,Sulfate,,,
Clayton Lake,410300030780-02,Sulfate,,,
Clayton Lake,410300030780-03,Sulfate,,,
Clear Creek Lake,310810040120-01,Sulfate,466.97,445.58,488.41
Clear Creek Lake,310810040120-02,Sulfate,-696.03,-726.48,-665.49
Clear Creek Lake,310810040120-03,Sulfate,266.93,254.79,279.08
Clear Creek Lake,310810040120-04,Sulfate,,,
Clear Creek Lake,310810040120-05,Sulfate,,,
Cleveland City Lake,621200010270-01,Sulfate,422.62,233.4,627.66
Cleveland City Lake,621200010270-02,Sulfate,412.92,293.92,537.99
Cleveland City Lake,621200010270-03,Sulfate,453.12,316,598.4
Clinton Lake,310830030280-01,Sulfate,30.52,30.52,30.53
Clinton Lake,310830030280-02,Sulfate,,,
Clinton Lake,310830030280-03,Sulfate,,,
Clinton Lake,310830030280-04,Sulfate,,,
Clinton Lake,310830030280-05,Sulfate,,,
Coalgate City Lake,410400060040-01,Sulfate,,,
Coalgate City Lake,410400060040-02,Sulfate,,,
Coalgate City Lake,410400060040-03,Sulfate,,,
Coalgate City Lake,410400060040-04,Sulfate,,,
Coalgate City Lake,410400060040-05,Sulfate,,,
Comanche Lake,311100040170-01,Sulfate,,,
Comanche Lake,311100040170-02,Sulfate,,,
Comanche Lake,311100040170-03,Sulfate,,,
Copan Lake,121400050020-01,Sulfate,-787.4,-1215.62,-350.27
Copan Lake,121400050020-02,Sulfate,2346.07,1890.76,2814.47
Copan Lake,121400050020-03,Sulfate,1656.89,1416.81,1900.91
Copan Lake,121400050020-04,Sulfate,8204.62,6139.33,10510.96
Copan Lake,121400050020-05,Sulfate,1667.33,1327.9,2030.27
Crowder Lake,310830060130-01,Sulfate,,,
Crowder Lake,310830060130-02,Sulfate,,,
Crowder Lake,310830060130-03,Sulfate,,,
Cushing  Municipal Lake,620900020120-01,Sulfate,,,
Cushing  Municipal Lake,620900020120-02,Sulfate,,,
Cushing  Municipal Lake,620900020120-03,Sulfate,,,
Cushing  Municipal Lake,620900020120-04,Sulfate,,,
Cushing  Municipal Lake,620900020120-05,Sulfate,,,
Dripping Springs Lake,520700020060-01,Sulfate,37.77,35.13,40.47
Dripping Springs Lake,520700020060-02,Sulfate,39.48,35.56,43.54
Dripping Springs Lake,520700020060-03,Sulfate,42.58,38.07,47.28
Dripping Springs Lake,520700020060-04,Sulfate,35.75,33.07,38.49
Dripping Springs Lake,520700020060-05,Sulfate,222.78,222.27,223.29
Duncan Lake,310810040080-01,Sulfate,-77,-80.41,-73.58
Duncan Lake,310810040080-02,Sulfate,46.32,44.26,48.39
