Stream,WaterbodySiteName,County,State,Country,USGS_ID,Monitoring_ID,Parameter,TrendConc,TrendConcNum,ConcentrationTrend,ChangeinConc_mg,Units_mg,ChangeinConc_ug,Units_ug,PerChangeConc,TrendFlux,TrendFluxNum,FluxTrend,ChangeinFlux,PerChangeFlux,Method,Latitude,Longitude,N
Spring River,"Spring River, off SH 137, Quapaw",Ottawa,OK,US,7188000,121600070010-001AT,Specific Conductance,Highly Likely Upward,-3,↑↑↑,27.5,uS/cm,27.5,uS/cm,0.275,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,36.93,-94.75,
Spring River,"Spring River, off SH 137, Quapaw",Ottawa,OK,US,7188000,121600070010-001AT,Total hardness,Highly Likely Upward,-3,↑↑↑,22.2,mg/L,22.2,mg/L,0.1469,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,36.93,-94.75,
Spring River,"Spring River, off SH 137, Quapaw",Ottawa,OK,US,7188000,121600070010-001AT,Chlorophyll a,Likely Upward,-1,↑,2.64,ug/L,2.64,ug/L,0.302,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,36.93,-94.75,
Spring River,"Spring River, off SH 137, Quapaw",Ottawa,OK,US,,,Turbidity,Highly Likely Downward,3,↓↓↓,-0.5328,NTU,-0.5328,NTU,-1.2438,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.93,-94.75,152
Spring River,"Spring River, off SH 137, Quapaw",Ottawa,OK,US,,,Dissolved oxygen,Highly Likely Upward,-3,↑↑↑,0.04844,mg/L,0.04844,mg/L,0.106,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.93,-94.75,155
Spring River,"Spring River, off SH 137, Quapaw",Ottawa,OK,US,,,"Temperature, water",Somewhat Likely Downward,2,↓↓,-0.1018,deg C,-0.1018,deg C,-0.1293,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.93,-94.75,155
Verdigris River,"Verdigris River, SH 10, Lenapah",Nowata,OK,US,7171000,121510020010-001AT,Total Nitrogen,Somewhat Likely Upward,-2,↑↑,0.52,mg/L,520,ug/L,0.4808,Somewhat Likely Upward,-2,↑↑,2.78 10^6 kg/year,0.6476,EGRET,36.85,-95.59,
Verdigris River,"Verdigris River, SH 10, Lenapah",Nowata,OK,US,7171000,121510020010-001AT,Total Phosphorus,Likely Upward,-1,↑,0.0358,mg/L,35.8,ug/L,0.2195,Somewhat Likely Upward,-2,↑↑,0.544 10^6 kg/year,0.5979,EGRET,36.85,-95.59,
Verdigris River,"Verdigris River, SH 10, Lenapah",Nowata,OK,US,7171000,121510020010-001AT,Specific Conductance,Highly Likely Upward,-3,↑↑↑,71,uS/cm,71,uS/cm,0.1973,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,36.85,-95.59,
Verdigris River,"Verdigris River, SH 10, Lenapah",Nowata,OK,US,7171000,121510020010-001AT,Total hardness,Highly Likely Upward,-3,↑↑↑,29.2,mg/L,29.2,mg/L,0.1831,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,36.85,-95.59,
Verdigris River,"Verdigris River, SH 10, Lenapah",Nowata,OK,US,7171000,121510020010-001AT,Chlorophyll a,Likely Upward,-1,↑,6.88,ug/L,6.88,ug/L,0.5342,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,36.85,-95.59,
Verdigris River,"Verdigris River, SH 10, Lenapah",Nowata,OK,US,,,Turbidity,Somewhat Likely Downward,2,↓↓,-0.5156,NTU,-0.5156,NTU,-0.7366,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.85,-95.59,180
Verdigris River,"Verdigris River, SH 10, Lenapah",Nowata,OK,US,,,Dissolved oxygen,Highly Likely Upward,-3,↑↑↑,0.08937,mg/L,0.08937,mg/L,0.2273,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.85,-95.59,179
Verdigris River,"Verdigris River, SH 10, Lenapah",Nowata,OK,US,,,"Temperature, water",Likely Upward,-1,↑,0.1348,deg C,0.1348,deg C,0.1678,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.85,-95.59,179
Verdigris River,"Verdigris River, SH 20, Keetonville",Rogers,OK,US,,,Turbidity,Likely Downward,1,↓,-0.8623,NTU,-0.8623,NTU,-0.6546,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.31,-95.7,115
Verdigris River,"Verdigris River, SH 20, Keetonville",Rogers,OK,US,,,Dissolved oxygen,Highly Likely Upward,-3,↑↑↑,0.114,mg/L,0.114,mg/L,0.1748,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.31,-95.7,113
Verdigris River,"Verdigris River, SH 20, Keetonville",Rogers,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.31,-95.7,113
Verdigris River,"Verdigris River, SH 20, Keetonville",Rogers,OK,US,,,Chlorophyll a,Somewhat Likely Upward,-2,↑↑,0.3839,ug/L,0.3839,ug/L,0.5039,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.31,-95.7,53
Verdigris River,"Verdigris River, SH 20, Keetonville",Rogers,OK,US,,,Total Phosphorus,Highly Likely Downward,3,↓↓↓,-0.003046,mg/L,-3.046,ug/L,-0.6287,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.31,-95.7,116
Verdigris River,"Verdigris River, SH 20, Keetonville",Rogers,OK,US,,,Specific Conductance,Likely Upward,-1,↑,4.515,uS/cm,4.515,uS/cm,0.1351,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.31,-95.7,111
Verdigris River,"Verdigris River, SH 20, Keetonville",Rogers,OK,US,,,Total hardness,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,mg/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.31,-95.7,114
Verdigris River,"Verdigris River, SH 20, Keetonville",Rogers,OK,US,,,Total Nitrogen,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.31,-95.7,115
Verdigris River,"Verdigris River, US 412, Inola",Rogers,OK,US,,,Turbidity,No Likely Trend,0,No Significant Trend,No Significant Trend,NTU,No Significant Trend,NTU,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.17,-95.62,92
Verdigris River,"Verdigris River, US 412, Inola",Rogers,OK,US,,,Dissolved oxygen,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,mg/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.17,-95.62,92
Verdigris River,"Verdigris River, US 412, Inola",Rogers,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.17,-95.62,93
Verdigris River,"Verdigris River, US 412, Inola",Rogers,OK,US,,,Chlorophyll a,Likely Upward,-1,↑,0.2151,ug/L,0.2151,ug/L,0.421,Not Applicable,50,Not Applicable,Not Applicable,0,Mann-Kendall,36.17,-95.62,63
Verdigris River,"Verdigris River, US 412, Inola",Rogers,OK,US,,,Total Phosphorus,Highly Likely Downward,3,↓↓↓,-0.004294,mg/L,-4.294,ug/L,-0.6631,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.17,-95.62,97
Verdigris River,"Verdigris River, US 412, Inola",Rogers,OK,US,,,Specific Conductance,No Likely Trend,0,No Significant Trend,No Significant Trend,uS/cm,No Significant Trend,uS/cm,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.17,-95.62,92
Verdigris River,"Verdigris River, US 412, Inola",Rogers,OK,US,,,Total hardness,Likely Upward,-1,↑,0.8881,mg/L,0.8881,mg/L,0.1185,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.17,-95.62,92
Verdigris River,"Verdigris River, US 412, Inola",Rogers,OK,US,,,Total Nitrogen,Somewhat Likely Downward,2,↓↓,-0.03821,mg/L,-38.21,ug/L,-0.7656,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,36.17,-95.62,97
Verdigris River,"Verdigris River, US 51, Wagoner",Wagoner,OK,US,7176000,121500010200-001AT,Total Nitrogen,Likely Downward,1,↓,-0.133,mg/L,-133,ug/L,-0.0927,No Likely Trend,0,No Significant Trend, -0.306 10^6 kg/year,-0.0673,EGRET,35.96,-95.49,
Verdigris River,"Verdigris River, US 51, Wagoner",Wagoner,OK,US,7176000,121500010200-001AT,Total Phosphorus,Highly Likely Downward,3,↓↓↓,-0.0532,mg/L,-53.2,ug/L,-0.2696,Highly Likely Downward,3,↓↓↓, -0.29 10^6 kg/year,-0.3507,EGRET,35.96,-95.49,
Verdigris River,"Verdigris River, US 51, Wagoner",Wagoner,OK,US,7176000,121500010200-001AT,Specific Conductance,Likely Upward,-1,↑,48.3,uS/cm,48.3,uS/cm,0.1537,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,35.96,-95.49,
Verdigris River,"Verdigris River, US 51, Wagoner",Wagoner,OK,US,7176000,121500010200-001AT,Total hardness,Likely Upward,-1,↑,48.3,mg/L,48.3,mg/L,0.1537,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,35.96,-95.49,
Verdigris River,"Verdigris River, US 51, Wagoner",Wagoner,OK,US,7176000,121500010200-001AT,Chlorophyll a,Likely Upward,-1,↑,8.44,ug/L,8.44,ug/L,1.5399,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,35.96,-95.49,
Verdigris River,"Verdigris River, US 51, Wagoner",Wagoner,OK,US,,,Dissolved oxygen,Highly Likely Upward,-3,↑↑↑,0.0779,mg/L,0.0779,mg/L,0.1982,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.96,-95.49,115
Verdigris River,"Verdigris River, US 51, Wagoner",Wagoner,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.96,-95.49,116
Verdigris River,"Verdigris River, US 51, Wagoner",Wagoner,OK,US,,,Turbidity,Highly Likely Downward,3,↓↓↓,-0.7606,NTU,-0.7606,NTU,-0.8265,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.96,-95.49,118
Washita River,"Washita River, off SH 19, near Alex",Grady,OK,US,,,Turbidity,No Likely Trend,0,No Significant Trend,No Significant Trend,NTU,No Significant Trend,NTU,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.93,-97.77,87
Washita River,"Washita River, off SH 19, near Alex",Grady,OK,US,,,Dissolved oxygen,Highly Likely Upward,-3,↑↑↑,0.08706,mg/L,0.08706,mg/L,0.1467,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.93,-97.77,87
Washita River,"Washita River, off SH 19, near Alex",Grady,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.93,-97.77,87
Washita River,"Washita River, off SH 19, near Alex",Grady,OK,US,,,Chlorophyll a,Somewhat Likely Upward,-2,↑↑,1.075,ug/L,1.075,ug/L,0.3715,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.93,-97.77,69
Washita River,"Washita River, off SH 19, near Alex",Grady,OK,US,,,Total Phosphorus,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.93,-97.77,90
Washita River,"Washita River, off SH 19, near Alex",Grady,OK,US,,,Specific Conductance,No Likely Trend,0,No Significant Trend,No Significant Trend,uS/cm,No Significant Trend,uS/cm,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.93,-97.77,86
Washita River,"Washita River, off SH 19, near Alex",Grady,OK,US,,,Total hardness,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,mg/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.93,-97.77,87
Washita River,"Washita River, off SH 19, near Alex",Grady,OK,US,,,Total Nitrogen,Highly Likely Upward,-3,↑↑↑,0.03635,mg/L,36.35,ug/L,0.328,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.93,-97.77,90
Washita River,"Washita River, off SH 33, near McClure",Custer,OK,US,,,Turbidity,Somewhat Likely Downward,2,↓↓,-1.061,NTU,-1.061,NTU,-1.3887,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.66,-99.31,98
Washita River,"Washita River, off SH 33, near McClure",Custer,OK,US,,,Dissolved oxygen,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,mg/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.66,-99.31,96
Washita River,"Washita River, off SH 33, near McClure",Custer,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.66,-99.31,97
Washita River,"Washita River, off SH 33, near McClure",Custer,OK,US,,,Chlorophyll a,Somewhat Likely Downward,2,↓↓,-0.2901,ug/L,-0.2901,ug/L,-0.9113,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.66,-99.31,61
Washita River,"Washita River, off SH 33, near McClure",Custer,OK,US,,,Total Phosphorus,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.66,-99.31,97
Washita River,"Washita River, off SH 33, near McClure",Custer,OK,US,,,Specific Conductance,Highly Likely Upward,-3,↑↑↑,42.5,uS/cm,42.5,uS/cm,0.2824,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.66,-99.31,97
Washita River,"Washita River, off SH 33, near McClure",Custer,OK,US,,,Total hardness,Highly Likely Upward,-3,↑↑↑,18.45,mg/L,18.45,mg/L,0.2241,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.66,-99.31,97
Washita River,"Washita River, off SH 33, near McClure",Custer,OK,US,,,Total Nitrogen,Somewhat Likely Downward,2,↓↓,-0.01626,mg/L,-16.26,ug/L,-0.2588,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.66,-99.31,98
Washita River,"Washita River, SH 152, Cordell",Washita,OK,US,,,Turbidity,Likely Downward,1,↓,-0.247,NTU,-0.247,NTU,-0.4386,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.29,-98.84,180
Washita River,"Washita River, SH 152, Cordell",Washita,OK,US,,,Dissolved oxygen,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,mg/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.29,-98.84,181
Washita River,"Washita River, SH 152, Cordell",Washita,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.29,-98.84,183
Washita River,"Washita River, SH 152, Cordell",Washita,OK,US,,,Chlorophyll a,No Likely Trend,0,No Significant Trend,No Significant Trend,ug/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.29,-98.84,71
Washita River,"Washita River, SH 152, Cordell",Washita,OK,US,,,Total Phosphorus,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.29,-98.84,181
Washita River,"Washita River, SH 152, Cordell",Washita,OK,US,,,Specific Conductance,Likely Upward,-1,↑,7.145,uS/cm,7.145,uS/cm,0.069,Not Applicable,50,Not Applicable,Not Applicable,0,Mann-Kendall,35.29,-98.84,182
Washita River,"Washita River, SH 152, Cordell",Washita,OK,US,,,Total hardness,Highly Likely Upward,-3,↑↑↑,8.129,mg/L,8.129,mg/L,0.1411,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.29,-98.84,182
Washita River,"Washita River, SH 152, Cordell",Washita,OK,US,,,Total Nitrogen,Highly Likely Upward,-3,↑↑↑,0.03248,mg/L,32.48,ug/L,0.35,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.29,-98.84,183
Washita River,"Washita River, SH 19, Pauls Valley",Garvin,OK,US,7328500,310810010010-001AT,Total Nitrogen,Somewhat Likely Upward,-2,↑↑,0.398,mg/L,398,ug/L,0.2656,Highly Likely Upward,-3,↑↑↑,1.27 10^6 kg/year,0.7289,EGRET,34.74,-97.17,
Washita River,"Washita River, SH 19, Pauls Valley",Garvin,OK,US,7328500,310810010010-001AT,Total Phosphorus,No Likely Trend,0,No Significant Trend,-0.0255,mg/L,-25.5,ug/L,-0.0637,Likely Upward,-1,↑,0.238 10^6 kg/year,0.2424,EGRET,34.74,-97.17,
Washita River,"Washita River, SH 19, Pauls Valley",Garvin,OK,US,7328500,310810010010-001AT,Specific Conductance,Highly Likely Downward,3,↓↓↓,-146,uS/cm,-146,uS/cm,-0.0934,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,34.74,-97.17,
Washita River,"Washita River, SH 19, Pauls Valley",Garvin,OK,US,7328500,310810010010-001AT,Total hardness,No Likely Trend,0,No Significant Trend,8.55,mg/L,8.55,mg/L,0.0127,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,34.74,-97.17,
Washita River,"Washita River, SH 19, Pauls Valley",Garvin,OK,US,7328500,310810010010-001AT,Chlorophyll a,Likely Downward,1,↓,-30.8,ug/L,-30.8,ug/L,-0.4275,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,34.74,-97.17,
Washita River,"Washita River, SH 19, Pauls Valley",Garvin,OK,US,,,Turbidity,Somewhat Likely Downward,2,↓↓,-1.248,NTU,-1.248,NTU,-0.7846,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.74,-97.17,178
Washita River,"Washita River, SH 19, Pauls Valley",Garvin,OK,US,,,Dissolved oxygen,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,mg/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.74,-97.17,178
Washita River,"Washita River, SH 19, Pauls Valley",Garvin,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.74,-97.17,178
Washita River,"Washita River, US 177, Durwood",Carter,OK,US,,,Turbidity,Highly Likely Downward,3,↓↓↓,-1.812,NTU,-1.812,NTU,-0.9042,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.23,-96.98,123
Washita River,"Washita River, US 177, Durwood",Carter,OK,US,,,Dissolved oxygen,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,mg/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.23,-96.98,126
Washita River,"Washita River, US 177, Durwood",Carter,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.23,-96.98,126
Washita River,"Washita River, US 177, Durwood",Carter,OK,US,,,Chlorophyll a,No Likely Trend,0,No Significant Trend,No Significant Trend,ug/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.23,-96.98,63
Washita River,"Washita River, US 177, Durwood",Carter,OK,US,,,Total Phosphorus,Somewhat Likely Downward,2,↓↓,-0.002933,mg/L,-2.933,ug/L,-0.4439,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.23,-96.98,128
Washita River,"Washita River, US 177, Durwood",Carter,OK,US,,,Specific Conductance,No Likely Trend,0,No Significant Trend,No Significant Trend,uS/cm,No Significant Trend,uS/cm,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.23,-96.98,123
Washita River,"Washita River, US 177, Durwood",Carter,OK,US,,,Total hardness,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,mg/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.23,-96.98,123
Washita River,"Washita River, US 177, Durwood",Carter,OK,US,,,Total Nitrogen,No Likely Trend,0,No Significant Trend,No Significant Trend,mg/L,No Significant Trend,ug/L,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,34.23,-96.98,127
Washita (Anadarko),"Washita River, US 281, Anadarko",Caddo,OK,US,7326500,310830010010-001AT,Total Nitrogen,Highly Likely Upward,-3,↑↑↑,0.787,mg/L,787,ug/L,0.606,Highly Likely Upward,-3,↑↑↑,0.587 10^6 kg/year,0.7229,EGRET,35.08,-98.24,
Washita (Anadarko),"Washita River, US 281, Anadarko",Caddo,OK,US,7326500,310830010010-001AT,Total Phosphorus,Likely Downward,1,↓,-0.219,mg/L,-219,ug/L,-0.4801,Likely Downward,1,↓,-0.362 10^6 kg/year,-0.5499,EGRET,35.08,-98.24,
Washita (Anadarko),"Washita River, US 281, Anadarko",Caddo,OK,US,7326500,310830010010-001AT,Specific Conductance,No Likely Trend,0,No Significant Trend,74.9,uS/cm,74.9,uS/cm,0.0424,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,35.08,-98.24,
Washita (Anadarko),"Washita River, US 281, Anadarko",Caddo,OK,US,7326500,310830010010-001AT,Total hardness,Likely Upward,-1,↑,110,mg/L,110,mg/L,0.1377,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,35.08,-98.24,
Washita (Anadarko),"Washita River, US 281, Anadarko",Caddo,OK,US,7326500,310830010010-001AT,Chlorophyll a,No Likely Trend,0,No Significant Trend,10,ug/L,10,ug/L,0.2081,Not Applicable,50,Not Applicable,Not Applicable,0,EGRET,35.08,-98.24,
Washita River,"Washita River, US 281, Anadarko",Caddo,OK,US,,,Turbidity,Highly Likely Downward,3,↓↓↓,-0.7294,NTU,-0.7294,NTU,-1.4747,Not Applicable,50,Not Applicable,Not Applicable,0,Mann-Kendall,35.08,-98.24,174
Washita River,"Washita River, US 281, Anadarko",Caddo,OK,US,,,Dissolved oxygen,Somewhat Likely Upward,-2,↑↑,0.04681,mg/L,0.04681,mg/L,0.1078,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.08,-98.24,174
Washita River,"Washita River, US 281, Anadarko",Caddo,OK,US,,,"Temperature, water",No Likely Trend,0,No Significant Trend,No Significant Trend,deg C,No Significant Trend,deg C,0,Not Applicable,50,Not Applicable,Not Applicable,0,Seasonal Kendall,35.08,-98.24,174
